Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,"{Temperature},{Humdity}",Weather Type
45000.0M/H,107.0,overcast,983.34,6,Winter,5.5,mountain,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 102, ""unit"": ""%""}}",Snowy
10.0,79.0,overcast,1004.68,2,Autumn,3.5,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Rainy
9.0,83.0,overcast,998.07,3,Winter,3.0,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
24.0,89.0,partly cloudy,991.2,14,Autumn,2.0,coastal,"{""Temperature"": {""value"": 67.0, ""unit"": ""C""}, ""Humidity"": {""value"": 106, ""unit"": ""%""}}",Rainy
2.5,4.0,clear,1018.34,5,Summer,7.5,inland,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Sunny
5.5,16.0,partly cloudy,1014.79,1,Summer,7.0,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
13.5,97.0,partly cloudy,1018.29,1,Summer,4.0,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Rainy
13500.0M/H,36.0,overcast,1013.25,2,Spring,5.5,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Cloudy
12000.0M/H,76.0,clr,1013.55,10,Autumn,13.5,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Sunny
0.0025KM/S,9.0,clear,1020.31,11,Autumn,8.0,inland,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 31, ""unit"": ""%""}}",Sunny
23.5,73.0,partly cloddy,1002.41,14,Summer,11.0,coastal,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Cloudy
5.0,91.0,overcast,1010.12,2,Winter,3.0,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Rainy
16.5,61.0,partly cloudy,993.26,2,Autumn,3.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
10.0,93.0,overcast,1016.29,3,Spring,3.5,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Rainy
16.5,62.0,partly cloudy,991.19,0,Wentar,4.0,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Snowy
19.0,66.0,overcast,994.72,1,Winter,2.0,mountain,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Snowy
1.0,59.0,overcast,985.58,0,Winter,1.5,inland,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Snowy
7.0,6.0,clear,1019.38,5,Autumn,7.0,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 36, ""unit"": ""%""}}",Sunny
1.5,5.0,clr,1025.55,6,Spring,7.0,inland,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Sunny
14.5,99.0,clear,1023.75,13,Summer,5.5,mountain,"{""Temperature"": {""value"": 65.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Sunny
0.5,19.0,cleer,1029.88,9,Winter,7.5,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Sunny
4.0,5.0,Clr,1013.53,11,Spring,8.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 46, ""unit"": ""%""}}",Sunny
1.0,80.0,overcast,1116.16,12,Winter,4.0,mountain,"{""Temperature"": {""value"": -13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 46, ""unit"": ""%""}}",Sunny
2.5,6.0,partly cloudy,1026.63,5,Winter,5.0,inland,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 39, ""unit"": ""%""}}",Sunny
15.5,89.0,partly Cloudy,996.26,2,Spring,4.5,coastal,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
0.0,41.0,Party cloudy,1007.89,1,Summer,6.0,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Cloudy
10000.0M/H,37.0,partly cloudy,1000.48,1,Summer,8.5,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Cloudy
12.5,15.0,partly cloudy,1008.24,4,Spring,8.0,mountain,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
4.5,81.0,overcast,991.89,0,Winter,4.0,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
11.0,86.0,overcast,983.55,0,It rains every day....,3.5,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Snowy
4.0,8.0,partly cloudy,1015.44,5,Spring,10.0,coastal,"{""Temperature"": {""value"": 42.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Sunny
3.0,13.0,Clr,1021.16,11,Spring,8.5,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 26, ""unit"": ""%""}}",Sunny
12.0,53.0,cloudy,865.93,13,Winter,20.0,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 37, ""unit"": ""%""}}",Snowy
47.5,108.0,overcast,1003.25,11,Autumn,1.5,coastal,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
1.0,40.0,overcast,892.61,0,Spring,15.5,inland,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Snowy
19.0,84.0,overcast,996.07,2,Autumn,4.0,inland,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
7.5,19.0,partly cloudy,1020.37,6,Autumn,5.0,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Sunny
0.5,80.0,overcast,988.05,1,Winter,3.0,inland,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Snowy
6.5,81.0,overcast,992.62,1,Winter,4.5,inland,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Snowy
2.0,88.0,cloudy,1080.64,9,Summer,11.5,inland,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 24, ""unit"": ""%""}}",Rainy
20.0,67.0,overcast,1007.62,3,Spring,2.0,mountain,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Rainy
2.5,93.0,overcast,999.23,1,Winter,2.5,mountain,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
5.0,90.0,overcast,1004.96,1,Spring,1.5,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Rainy
10.0,8.0,cleer,1029.45,6,Spring,9.0,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 40, ""unit"": ""%""}}",Sunny
8.0,60.0,partly cloudy,981.95,0,Winter,5.0,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Snowy
0.0044444444444444444KM/S,87.0,partly cloddy,998.77,1,Spring,4.0,inland,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
11.5,14.0,partly cloudy,1009.36,4,Spring,8.0,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
6.0,69.0,overcast,993.65,1,Winter,1.5,mountain,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
12000.0M/H,82.0,partly cloddy,1009.15,1,Summer,9.0,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Cloudy
16.0,53.0,overcast,999.42,1,Winter,4.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Snowy
7.0,10.0,clear,1016.67,8,Summer,9.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 29, ""unit"": ""%""}}",Sunny
10.0,11.0,Clear,1028.64,9,Spring,10.0,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 40, ""unit"": ""%""}}",Sunny
13.5,80.0,Party cloudy,1012.38,13,Summer,6.5,coastal,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 108, ""unit"": ""%""}}",Sunny
0.002777777777777778KM/S,82.0,overcast,1004.16,3,Autumn,3.5,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Rainy
2000.0M/H,16.0,Clr,1025.82,6,Winter,8.5,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 29, ""unit"": ""%""}}",Sunny
11.0,33.0,partly cloudy,1000.7,2,Winter,5.0,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
1.5,69.0,overcast,994.98,0,Winter,3.5,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Snowy
3.0,71.0,partly Cloudy,1093.45,2,Summer,2.0,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Sunny
8.5,14.0,cloudy,903.36,6,Spring,1.5,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 35, ""unit"": ""%""}}",Sunny
23000.0M/H,73.0,overcast,984.01,1,Winter,2.5,mountain,"{""Temperature"": {""value"": -12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
7.5,4.0,clear,1017.29,11,Spring,6.5,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 24, ""unit"": ""%""}}",Sunny
13.0,84.0,partly cloudy,1075.26,10,It rains every day....,19.5,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Sunny
2.5,57.0,overcast,987.37,0,Winter,5.0,inland,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
8.0,66.0,partly cloudy,994.05,0,Spring,1.0,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
11.0,50.0,overcast,998.64,1,Winter,4.5,inland,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Snowy
3.0,73.0,overcast,984.4,0,Winter,3.0,mountain,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Snowy
14.0,33.0,partly cloudy,1013.06,1,autum,5.0,coastal,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
15000.0M/H,82.0,Party cloudy,991.79,3,Winter,4.0,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
7000.0M/H,76.0,Party cloudy,996.05,1,Winter,3.0,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Rainy
35.5,86.0,partly CLOUDY,1015.27,8,Winter,0.5,mountain,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Rainy
39.0,88.0,overcast,1002.66,0,Summer,2.5,coastal,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
13.0,33.0,partly cloudy,1161.97,1,Spring,0.0,mountain,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
3.0,89.0,overcast,993.83,1,winter,3.0,mountain,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Snowy
7.0,50.0,partly CLOUDY,1010.03,0,Summer,3.5,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
2.5,13.0,partly cloudy,1013.34,1,autum,6.0,mountain,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
11.0,79.0,cleer,1014.49,5,Summer,3.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 102, ""unit"": ""%""}}",Sunny
17000.0M/H,83.0,overcast,993.81,1,you can call it Autumn or Fall ,3.5,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Rainy
8.5,99.0,overcast,998.73,0,Winter,4.5,inland,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Snowy
8.0,71.0,overcast,980.85,0,Winter,1.5,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Snowy
14.5,81.0,overcast,989.71,11,Winter,7.0,inland,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
2.5,18.0,overcast,1015.99,3,Summer,8.5,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
11.0,27.0,partly cloudy,1012.42,2,Winter,8.5,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Cloudy
5.5,35.0,overcast,1004.95,2,Summer,6.5,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
6.0,107.0,clear,1016.37,0,Autumn,4.0,mountain,"{""Temperature"": {""value"": 66.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Sunny
12.0,34.0,overcast,1006.22,1,Winter,7.5,coastal,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
13500.0M/H,38.0,partly cloudy,1016.7,3,Spring,6.0,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 51, ""unit"": ""%""}}",Cloudy
19.5,92.0,overcast,1007.21,3,Summer,4.5,coastal,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 98, ""unit"": ""%""}}",Rainy
14.0,105.0,overcast,990.05,8,winter,1.5,inland,"{""Temperature"": {""value"": 48.0, ""unit"": ""C""}, ""Humidity"": {""value"": 106, ""unit"": ""%""}}",Rainy
15.5,58.0,overcast,982.97,1,Winter,1.0,inland,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
12.0,33.0,overcast,1017.74,2,Summer,7.0,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
13.5,95.0,overcast,991.69,1,Winter,1.5,inland,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Snowy
8000.0M/H,88.0,overcast,1000.99,12,It rains every day....,4.0,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
23.5,101.0,partly cloudy,996.11,5,you can call it Autumn or Fall ,1.5,inland,"{""Temperature"": {""value"": 78.0, ""unit"": ""C""}, ""Humidity"": {""value"": 104, ""unit"": ""%""}}",Rainy
14.5,20.0,partly cloddy,1014.66,3,Autumn,6.5,mountain,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 52, ""unit"": ""%""}}",Cloudy
22.0,104.0,partly cloudy,995.33,14,Autumn,4.5,coastal,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Rainy
4.0,49.0,overcast,1150.39,13,Winter,19.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
1.5,89.0,overcast,986.05,1,It rains every day....,4.0,inland,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Snowy
11.0,64.0,overcast,980.47,1,Winter,3.0,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Snowy
20000.0M/H,79.0,overcast,1002.62,3,Summer,2.0,coastal,"{""Temperature"": {""value"": 59.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
9.0,9.0,Party cloudy,1022.48,10,summer,5.5,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Sunny
11.5,72.0,overcast,981.04,1,Winter,4.0,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Snowy
0.003611111111111111KM/S,98.0,overcast,999.54,0,Winter,4.5,inland,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Snowy
5500.0M/H,8.0,clr,1022.52,7,Summer,5.0,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 20, ""unit"": ""%""}}",Sunny
9.5,91.0,overcast,1007.41,3,you can call it Autumn or Fall ,3.0,mountain,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
4.0,12.0,partly Cloudy,1003.84,2,Winter,8.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 52, ""unit"": ""%""}}",Cloudy
2.0,56.0,overcast,1152.88,4,Summer,12.5,mountain,"{""Temperature"": {""value"": -8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
0.003472222222222222KM/S,16.0,overcast,1007.62,3,Summer,6.0,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
14.5,97.0,overcast,1010.17,2,Winter,3.0,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Rainy
14.5,94.0,overcast,999.79,7,Winter,1.5,mountain,"{""Temperature"": {""value"": -12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Snowy
1.5,23.0,partly cloudy,1009.78,3,sumer,6.0,inland,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
16.0,73.0,overcast,995.51,0,Summer,4.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
2.5,22.0,Party cloudy,1003.67,2,Summer,8.5,coastal,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
12.5,57.0,overcast,1004.74,3,Winter,1.0,mountain,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Rainy
12.0,97.0,overcast,1013.72,0,Summer,4.5,inland,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Rainy
12.0,13.0,partly cloddy,1001.98,3,Autumn,5.5,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
8.0,14.0,partly CLOUDY,1019.09,3,Spring,5.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Cloudy
8.5,85.0,overcast,984.09,1,winter,4.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 85, ""unit"": ""%""}}",Snowy
13.5,17.0,partly cloudy,1013.29,4,Autumn,6.5,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
3.0,4.0,clear,1015.11,10,Autumn,9.0,coastal,"{""Temperature"": {""value"": 37.0, ""unit"": ""C""}, ""Humidity"": {""value"": 31, ""unit"": ""%""}}",Sunny
9000.0M/H,99.0,overcast,1001.36,3,Winter,2.0,inland,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Rainy
3.0,34.0,partly cloudy,1008.23,3,Summer,5.0,inland,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 53, ""unit"": ""%""}}",Cloudy
10.5,65.0,overcast,1010.27,2,Winter,4.5,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
8.0,10.0,overcast,1019.04,1,Autumn,8.5,coastal,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 51, ""unit"": ""%""}}",Cloudy
4.5,24.0,cloudy,1014.15,5,Winter,6.5,coastal,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Rainy
13.5,66.0,overcast,999.42,0,It rains every day....,4.5,inland,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
3.5,38.0,partly cloudy,1011.74,4,Autumn,5.5,inland,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Cloudy
10.0,73.0,overcast,997.7,1,Spring,2.5,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
9.0,22.0,overcast,1017.0,4,Autumn,8.0,mountain,"{""Temperature"": {""value"": 11.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Cloudy
10.0,46.0,overcast,1017.14,2,Winter,8.5,inland,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Cloudy
0.002916666666666667KM/S,46.0,partly cloudy,1014.93,1,Spring,7.5,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Cloudy
11.0,79.0,partly cloudy,1010.49,3,Spring,3.0,mountain,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Rainy
2.0,13.0,clr,1029.04,10,summer,5.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 29, ""unit"": ""%""}}",Sunny
8.0,18.0,clear,1016.89,6,Autumn,9.5,mountain,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Sunny
14.5,29.0,overcast,1004.84,3,Winter,5.5,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
9.5,56.0,partly cloudy,1002.33,1,Winter,3.0,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
6.0,93.0,overcast,995.07,2,Winter,1.0,mountain,"{""Temperature"": {""value"": 6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 100, ""unit"": ""%""}}",Snowy
9.5,43.0,overcast,1126.88,4,Spring,9.0,coastal,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Sunny
11.0,11.0,cloudy,1076.14,10,Summer,4.5,mountain,"{""Temperature"": {""value"": -17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
9.5,68.0,overcast,1063.78,4,Summer,15.0,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 25, ""unit"": ""%""}}",Cloudy
1.5,31.0,partly cloddy,1006.9,1,Spring,6.5,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Cloudy
2.0,14.0,clear,1024.97,5,Autumn,5.5,mountain,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 35, ""unit"": ""%""}}",Sunny
6.0,60.0,overcast,994.34,1,Wentar,3.5,inland,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Snowy
